Sadly SAPURA can touch 20sen..:)..,-1
macam mau crash kali..,-1
Tun you do your best olwdy..this is malaysua fate.,1
what??????? you also so lazy to do research on jaks forum.. how we take your advice????    tut tut just wonder.. Hurmm,-1
1/3 of morning volume from IDSS....Set block big big la...later kena wash...,-1
dont dispose your shares now,1
"It is fine for you to say Jaks is not a good stock. It is your opinion, I accept it.  Telling faked news to condemn Jaks is not fair here.  We recommend Jaks with facts and figures to tell you. We did not tell lies on Jaks. We back up our statement with proof, facts and figures.  You can disagree with us with your good report to tell us we are wrong. You do not do your homework and yet simply condemn us is not very fair here. Please do not be an irresponsible people who talk without facts and figures. Passing sweeping statement will not convince me. Passing faked news is not fair to readers in I3.  I lost my respect on the person who spread the faked news here. Want to win an argument by telling faked news is as good as telling lies here. I ask the same question here, how he teaches his children with good value if father is also telling lies here.  Time will tell us who is right. We believe in fair play.  I had said enough, I stop here. Thank you.",1
sudah mari 1530 and below ..mana Spinninglotus..dia cakap 1500 and below..boleh p ni..:),-1
i bought at 0.15 until hHahahahah not like you no shares,1
"I think is not a good ideal or irresponsible to simply make your buy call or sell call. Be a person with integrity pls. This sapura is highly manipulated, the downtrend could still persist much longer. My humble advice, dont makenyourself sound stupid by making buy or sell call here everyday and bark like a mad dog.",-1
"Wow, djia up so.much",1
"Counter won't crash dramatically since there's plenty of institutional investors. Everyday high volume with price going nowhere. Needs a boost with profit announcement (if any) soon. Otherwise its operation is similar to wwf, a non profit org.",1
"Do you know how serious now? Please dun jus follow others country foodstep, do more than others country, must stop stop the aingaporean come to malaysia and stop malaysian go sinpare work everyday travel",-1
Trump yg terberak takut hilang kerja terpaksa serang iran. Armada pun stim mengila.,-1
"All other oil and gas counters ie alam, perdana, dayang, etc, only Armada remains the same?? Despite few days dropping and no rebound?",-1
"Panda , no need be scientisk only know , use our commensense we oledy know.",-1
1.10 no enough la~ should go to 1.0 !! I going to get new fund already~ Better all dont support anymore.,-1
Mayb operator want to shake off weak holder and to accumulate before push,-1
Hmm...I dont think vietnam gov cancel jaks power plant in Vietnam....the chance is minimal but there is a chance to incur some cost by operator to reduce environment impact or instruct by gov to switch from coal to gas...hmmmm,1
Would love to see Queen Anne rally.....seem other ships picking up pace but QA stil below 30.,-1
counter ni memang kelakar...... nanti sure jatuh kepada 0.26 selepas cerita war kat iran stop.......,-1
"IK, show your courage. how many shares you bought trapped at 0.53-0.55",-1
"As simple as declaring dividend, even if Directors from Andy side bulldoze through, and Chinaman does not agree, do you think you can get any dividend? Go to AGM, and Chinaman just simply vote NO. What can Andy do? If every now and then, Chinaman wanted to call for right issue, but retaining the profit (as reasons provided by Red Chips not declaring any dividend), what can Andy do?  How come sifu doesn't know how Malaysian business played out MITI shares holder? Same tactic deployed will kill Jaks, unless Andy can follow their game.",-1
Armada cannot break 555sen because KCHANSY no money to buy at high and sell at low..hahahahahah..:),-1
"Power grid management is planned yearly with quarter review and many consideration. Hai Dong is only one of the many producers and there are many consumption forecast to manage, If the power grid tie in is not plan for the year, highly likely that year even though electricity seller ready power grid owner will not allow tie in. The registration of tie in to grid usually done one year or earlier. Unit 1 seem to be in the 2020 plan not Unit 2. I try search again, however if you can find otherwise please advice.",1
All have been trapped by old M.,-1
Later 225 u are the one cry kaw kaw,-1
Cakap apa pun x guna. Dun said 250m profit. 250 b pun x naik. Without kyy susah naik. Just some big sharks goreng goreng to trap newbies,-1
"But nobody did mention how much the impairment loss, weird.",-1
big show to drop ??,-1
"If you all still lose money in share market , you have no money to eat soon. Keep some money for the coming time.",1
"Tiger,.You can cheat the newbies but it is not me!",-1
"kyy sour grape only lah  when he bought jaks last time, all these property issues already in existence, but he chose to ignore them and promote kow kow  now he has already sold out, he talks 3 talks 4",-1
"All stocks also drop, you are also sad because your stock is also dropping unless you have zero stock now. Attack Jaks also will not help your stock to go up. No point to feel happy now.  Those can afford to lose, no worry, still sleep well.",-1
"Catball, Today u lucky. Buy back the price u short. Loss transaction fees only. Try do that next week.Join the naked boys and get washed up nice ly.",1
Shark successfully conned small fish to buy 0.275 again. I hope this stock fast fast drop to 0.005 and all shark died. 欖抄,-1
"Economy might be slowed down, market crash is unlikely for the time being lah",-1
Testing your patience now,-1
"No driver, no price mover how to go up? If there is another KYY willing to put in his money to buy up 32% of Jaks, that may jack up its price but will never reach 1.80. Why? Insider like Merican ever ready to dump and pocket easy money from FREE shares awarded for their lousy job.  But is KYY willing to be involved again after bitter lesson? Any fund managers willing to park money in Jaks? If no investor with significance willing to bet on Jaks, Jaks can only ding-dong until all has lose interest. May Day if share price falls to level that trigger margin calls, all pledged securities will be another KYY in making. Do you expect them to support Jaks share price when margin call coming non stop? Good to learn from lesson experienced by WC when meow-meow sinks one by one and WC has no more 神符",-1
possible ww3 as mentioned by gooshen. sellll and runaway,-1
"Why so many sifus want to tell lies when they come to promote their favourite stock? Really sickening to say others telling lies but not themselves!  What lah target profit 5 nringgit, 10 ringgit per share, later turn out losing money like no people's business.  Told keep on telling lies to entice newbies! I really lost respect to so-called sifu asking people to support his share when he has already bought them cheap.  Don't you feel shameful? Keep on telling people gave fake facts, whereas what he wrote is gospel truth.  If I were him, I feel no place to hide my face too.  Enough is enough. You put up your buy call, nothing wrong with me. To keep on telling people sabotage your buy call is unbecoming.  You make your, I write what I think.  You don't owe me favour, neither do I owe you anything!",-1
This time its not like Saudi bombing Trump is following Lindsy law if Trump does want to get sacked by senate. War is what lindsy wants to so 99% its war this time 1 week only results out.ARMADA TO FLY FOR 4 YEARS,-1
FED UP with Armada,-1
dont la .. i already in at 1.24 .. will loss kao kao if till 1.00.,-1
"Good news for shark, take this opportunity to sell it to limit down today.",-1
"...... Tiger conman detected..........mudt not listen to him......... 45,55,75......targrt Nvr change",-1
https://klse.i3investor.com/blogs/stock_pick_2020/2020-01-02-story-h14...  Jaks is the most popular pick far outweigh the next in line,1
loan dgn Maybank..interest byr tinggi ke Maybank..Maybank owned by PNB also..SAPURA owned by PNB too..so untung lor..:),1
"Oil price is not crashing. If it crashes, its not good for US shale industry. After many days of rising, its normal to consolidate a bit. Trump is not scared of war. A man of peace and as any business man, he weighs profit & loss. He just don't see any reason for US to be in Mid East. US is exporting oil and gas. LOL.",-1
Nothing special with CNY. Angmoh New Year also hardly moved. Take care.,-1
Down 1cent but up half vent for you only,1
Mabel @Plug I sold my Sap at 0.28 now happily bought back more at 0.235..it has plunged for 138% will be safe to buy... just my opinion.14/02/2020 3:52 PMMummy is waiting at 0.20Ok lets see when can we get 0.20...haha,1
See u like this also tired...,-1
just buy and wait,1
dont surprise..Armada will touch below 40sen..,-1
this mamak giv u toxic kfc u eat sure send u to hospital...hahahaa,-1
Sometimes young can ask some silly question but very useful for find some some new knowledge that doesnt exist now.,1
Invest b4 bagus so bila Mudajaya start construction bila signed its PPAs?,1
Damn...This 55 is like my first night...So difficult to break !!!,1
As planned war right on time. Too bad for those who sold as on Monday its RM1 as oil hits 100,1
who want to buy oil..if World War..:),-1
"Only newbies will come to i3 to question others why this, why that. Try to find fault? You don't owe me any favour, likewise I am not owing you any explanation.  If you have done your homework, you need not scare what others have to say.  Promoters only want people from same camp to reinforce their belief. They are not here to seek your opinion if yours differ from theirs.  And I am not talking to any promoters, they always think I want to sabotage their position.",-1
"if he had never been born,all problems and Malaysian poverty does not exist.Singaporeans will come over to Malaysia to work as maids and factory workersdefinitely I am better than him.",-1
oh forget..Come on SAPURA..20sen..you can do it..:),1
"The window of opportunity for buying is getting smaller...... If anyone thinks he can talk down and buy cheap, need to work harder and faster..... The power plant will begin steam blow tomorrow.",1
"Want me show off mer? Hahaha...CIMB also dump at 25sen la....CIMB lg li hai...TP28sen before dumping everything at 25sen. Then TP15sen.Only then, I only know how a big kong kam IB can be.Since then, when IB say buy, I sell. IB say sell I buy. Now, all so clever give TP 55sen la , 62sen la...15sen that time all keep quiet...",-1
"Yes sell more to me thanks, i waiting at 50sen, first phase (peace crossed finger)",1
letsfly....only price take off..but physical oil will stuck at strait of hormuz..iran will block all the in and out strait of hormuz..they will fire fire there with Nato and USA ..:),-1
This dude is nothing in oul and gas world.,-1
"Another faked news. Please read the below link. https://www.malaysiastock.biz/Corporate-Infomation.aspx?securityCode=4...  You do not do your homework and yet simply condemn us is not very fair here. Please do not be an irresponsible people who talk without facts and figures. Passing sweeping statement will not convince me. Passing faked news is not fair to readers in I3.  I lost my respect on the person who spread the faked news here. Want to win an argument by telling faked news is as good as telling lies here. I ask the same question here, how he teaches his children with good value if father is also telling lies here.",-1
tak nak naik pula. then please drop kao kao to 0.45.,-1
buy *,1
Putin also has to give up.,-1
Tomorrow buy on dip buy on dip,1
"When did Jaks pay dividend? Never before! Directors self-enrichment scheme perhaps. Just like HYR, even when it made 5 ringgit or 10 ringgit a share, you think you can get peanut from the Chinaman? What more Jaks is only has 30% of Vietnam power project, Chinaman can simply ask Andy Ang to go fly kite. What can Andy do? Nothing man! Chinaman has history as how to manipulate accounts, and to cheat on Malaysian Partners. Jaks is no exception!",-1
Drangon If you buy sap can't even earn a lunch ….,-1
Get ready..streghten dollar soon..which will effect crude oil price..so Armada can reach 45sen-39sen..sell sell sell..:),-1
"Mudajya i bought before and the reason i sold it when the construction period all around the roti canai news !  Did you see the vietnam gorvement roti canai and why happened ? I only found some uncessful project in vietnam but main reason is not government.  PS: Recent malaysia government is more roti canai, that why cant attract investment but you see how the Vietnam to attract all the investment.  For those are keep doubt on the vietnam government better quit from malaysia market because you have to know which is more roti canai.",-1
hope you all know pangsai is a conman. give unrealistic high tp for you all to chase so he can sell to you. as proven in Armada case.,-1
"dailyklse2010 bro...with a 70/60 % shareholding of HAI DOUNG POWER PLANT ...i strongly believe CPECC is more "" kan cheong "" ( than JAKS n us add together ) to implement and hence make this project a TOTAL SUCCESS !!!",1
Come on Armada ..sakit perut..berak some more..down 50sen..:),-1
Just buy and wait,1
Let me know what is your average cost Let me know what is your expected profit I will be in better position to advice you how to maximize your profit and minimize your risk  TP is such an amateur question. You want TP? There are TPs ranging from 75 sen to 120 provided by Share Brokers.,1
RJ87..i never change my ID la..i dont know about you...maybe you have multiple ID..dont slander other people if your forecast salah especially about Armada..hehhehehe..BE HONEST la..i am waiting 45sen then 39sen..then see how la..maybe 34sen..who knows..but..at least i am not promoting stocks like you..keep asking people buy eventhough the price is already high..:),-1
come on SAPURA..go down to 20sen..,-1
to all JAKS minority shareholders ...here is to JAKS share price ...PO PO KOW SENG !!!,-1
"apa need to focus his battle at Sapura, still stuck there...",-1
Break apa... Look at volume.. Not that high also..,-1
1.5 saja tak mampu?,-1
Virus flu plus the HiNioutbreak will bring more violality,-1
Dragon..Dow Jones Industrial Average loss almost 300 points this evening lor...dont play play...like i said..SARS as benchmark..market loss a lot lor..so dont play play with this virus..,-1
"Stupid shark, still want to play around 270",-1
"IK, please buy now or regret tomorrow",1
不相信未作牺牲竟先可拥有  只相信是靠双手找到我欲求  每一串汗水换每一个成就  几多艰苦当天我默默接受  几多辛酸也未放手  故意挑剔今天我不在乎  只跟心中意愿去走  从来得失我睇透,1
"Speechless, accidentally sold at 0.545 them bought back 435k shares at 0.55",1
EPF dont have much money this month to support market because EPF has to pay dividend. so market will down further..:),-1
Shorties u die badly during war.,-1
